#OTU ID	LauraG1C1S15	LauraG1C2S19	LauraG1C3S23	LauraG1T2S7	LauraG1T3S11	LauraG2C1S16	LauraG2C2S20	LauraG2C3S24	LauraG2T3S12	LauraP1C1S13	LauraP1C2S17	LauraP1C3S21	LauraP1T1S1	LauraP1T2S5	LauraP1T3S9	LauraP2C1S14	LauraP2C2S18	LauraP2C3S22	LauraP2T2S6	LauraP2T3S10
OTU_1234	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
OTU_1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1237	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	6	0
OTU_1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1239	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_124	0	0	0	0	5	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
OTU_1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1249	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0
OTU_125	0	0	0	0	1	0	0	0	0	3	1	0	0	11	47	1	0	0	3	1
OTU_1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
OTU_1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1255	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
OTU_1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_126	0	0	0	0	4	0	0	0	0	0	0	0	0	0	58	1	0	0	0	1
OTU_1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1261	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1262	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0
OTU_1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1264	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0
OTU_1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_127	0	0	0	0	0	0	0	0	49	9	0	0	0	0	0	1	0	0	0	0
OTU_1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1271	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0
OTU_1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1274	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0
OTU_1275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1276	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1277	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU_1278	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1279	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_128	0	0	0	49	0	0	0	0	0	0	0	0	3	0	0	0	0	0	12	0
OTU_1280	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1281	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1282	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1283	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1284	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1285	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1286	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1287	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1288	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1289	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_129	1	7	0	44	0	0	0	0	0	0	0	0	0	23	0	1	0	16	7	0
OTU_1290	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_1291	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
OTU_1292	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1293	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1294	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1295	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_1296	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1297	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1298	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1299	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_13	69	156	5	513	126	31	28	66	9	296	13	41	26	371	1	99	60	51	223	76
OTU_130	3	0	0	65	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
OTU_1300	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1301	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1302	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1303	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1304	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1305	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1306	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1307	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1308	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1309	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_131	1	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1310	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
OTU_1311	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_1312	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_1313	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_1314	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_1315	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_1316	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_1317	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_1318	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_1319	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_132	0	0	0	0	0	0	0	0	42	5	0	0	0	0	0	0	0	0	0	0
OTU_1320	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_1321	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_1322	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_1323	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_1324	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_1325	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_1326	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_1327	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_1328	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_1329	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_133	37	15	0	0	16	1	2	1	3	45	1	10	2	1	54	8	4	5	1	31
OTU_1330	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_1331	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_1332	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_1333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_1334	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU_1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_134	17	0	0	5	2	0	0	0	0	0	0	0	0	0	43	1	0	0	0	0
OTU_135	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	40	1	0
OTU_136	0	2	2	4	0	1	0	16	0	48	1	10	0	29	7	2	3	4	3	4
OTU_137	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	21	0	0	40	0
OTU_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
OTU_139	9	20	1	0	3	23	0	10	0	66	0	15	0	37	69	29	2	25	5	34
OTU_14	70	0	0	0	29	3	0	0	0	0	0	0	0	0	0	11	0	0	0	664
OTU_140	0	30	0	1	6	0	42	0	0	3	1	8	2	19	0	4	23	0	18	0
OTU_141	1	18	1	4	15	0	0	3	0	39	3	7	0	6	28	0	13	3	8	1
OTU_142	12	0	0	13	2	1	0	0	12	5	0	0	0	0	39	0	0	0	0	0
OTU_143	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0
OTU_144	0	0	1	0	1	1	0	0	0	0	0	2	0	0	39	0	2	1	0	0
OTU_145	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_146	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_147	10	0	0	0	1	1	0	0	41	5	0	0	0	5	0	2	0	0	0	0
OTU_148	1	0	0	0	5	1	0	0	0	0	0	0	0	0	47	0	0	0	0	0
OTU_149	0	35	0	27	3	1	0	1	0	31	0	0	0	6	25	3	0	42	22	0
OTU_15	1	32	0	0	1	59	0	4	0	334	0	6	0	2	22	31	2	7	9	0
OTU_150	0	0	2	0	11	8	0	0	0	36	3	0	1	7	0	4	5	3	7	0
OTU_151	0	0	0	0	4	2	0	0	0	0	0	0	0	0	37	0	0	0	4	9
OTU_152	39	11	3	0	0	2	5	0	1	5	1	11	3	37	4	13	1	26	8	39
OTU_153	1	4	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_154	12	0	1	0	0	37	0	13	0	15	0	1	0	0	4	20	0	0	1	0
OTU_155	0	1	0	0	0	0	0	1	0	0	0	1	1	6	0	35	0	0	3	0
OTU_156	1	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_157	0	0	0	0	0	0	0	0	0	1	0	0	0	35	0	0	0	0	0	0
OTU_158	0	1	0	0	2	5	0	0	0	28	3	2	0	0	36	0	0	0	0	4
OTU_159	0	0	0	0	6	1	0	0	0	0	0	0	0	0	36	0	0	0	0	0
OTU_16	0	320	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_160	11	7	1	24	8	1	4	4	2	14	2	8	0	11	34	21	7	12	6	15
OTU_161	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	36
OTU_162	3	2	0	34	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0
OTU_163	0	7	0	37	0	0	0	0	2	2	0	0	5	10	0	1	2	0	3	0
OTU_164	1	2	0	83	0	0	0	2	0	2	1	1	8	2	0	0	0	3	5	4
OTU_165	1	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_166	3	0	13	2	17	2	33	15	0	0	0	5	0	0	0	0	29	0	0	0
OTU_167	0	0	0	0	0	6	1	0	0	34	7	3	5	0	0	0	5	3	7	0
OTU_168	0	0	0	0	3	0	0	0	0	0	0	0	0	33	0	0	0	4	11	0
OTU_169	0	0	0	18	3	2	0	0	0	0	0	0	5	6	44	2	0	0	33	0
OTU_17	0	20	5	9	0	15	8	4	0	318	11	14	2	14	0	9	14	27	26	0
OTU_170	1	0	0	0	2	0	0	0	0	4	0	0	0	0	40	0	0	0	0	0
OTU_171	0	0	0	0	3	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
OTU_172	3	0	0	40	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_173	0	0	0	0	0	0	31	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_174	38	8	2	19	5	5	9	2	20	3	0	1	0	5	46	10	0	7	1	2
OTU_175	0	0	0	28	3	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0
OTU_176	1	4	2	42	8	1	0	0	1	1	0	2	6	13	0	0	0	5	9	1
OTU_177	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_178	0	5	1	4	5	0	4	30	0	1	0	0	0	9	0	1	0	0	2	0
OTU_179	0	0	0	0	1	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
OTU_18	2	352	18	7	43	21	64	42	2	274	52	70	3	254	153	105	20	26	63	45
OTU_180	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	0	0	0	2	0
OTU_181	0	0	0	0	21	0	0	0	0	3	2	3	1	3	30	7	0	0	6	0
OTU_182	0	0	0	7	1	0	0	0	1	13	0	3	5	14	10	31	0	4	24	0
OTU_183	3	0	1	0	0	3	0	0	0	4	1	10	0	5	0	0	3	30	2	0
OTU_184	0	29	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_185	0	0	0	29	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0
OTU_186	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_187	0	0	0	0	0	0	29	0	0	0	0	3	0	0	0	0	0	2	0	0
OTU_188	0	0	0	1	4	0	0	0	29	3	0	0	0	8	0	0	0	0	0	0
OTU_189	0	30	0	39	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0
OTU_19	9	0	0	265	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_190	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_191	0	2	2	28	7	0	0	0	0	4	1	2	0	0	0	3	0	0	3	0
OTU_192	1	26	0	10	0	0	29	0	0	0	0	4	0	0	0	0	19	1	0	0
OTU_193	0	0	0	8	3	0	3	0	0	0	0	0	0	3	29	0	0	0	0	0
OTU_194	27	1	0	2	0	2	0	0	0	1	0	0	1	24	0	0	0	0	4	1
OTU_195	1	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_196	0	0	0	0	1	0	0	0	0	28	0	2	1	1	0	0	0	13	4	0
OTU_197	1	0	0	44	0	1	1	1	0	23	2	4	40	38	2	1	0	4	12	0
OTU_198	1	6	2	13	19	0	0	0	14	27	0	0	2	14	33	1	0	0	10	1
OTU_199	0	8	3	20	5	0	0	0	0	1	0	1	0	0	24	0	0	1	2	33
OTU_2	251	5969	881	602	359	339	1354	1376	388	1106	1299	1937	146	1607	251	553	600	1911	1332	570
OTU_20	1	141	0	55	0	0	284	0	0	0	0	54	0	0	0	0	306	8	0	0
OTU_200	2	0	0	26	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0
OTU_201	0	9	11	0	28	4	14	15	3	3	3	19	1	2	3	1	5	18	1	3
OTU_202	0	5	0	0	1	0	0	0	0	26	0	0	0	1	1	2	0	1	0	17
OTU_203	0	0	0	0	3	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0
OTU_204	18	0	0	0	3	0	0	0	0	5	0	0	0	0	0	4	0	0	0	73
OTU_205	0	3	0	1	1	1	0	3	0	0	0	0	0	2	0	0	0	0	4	28
OTU_206	0	0	0	0	0	0	0	0	31	2	0	0	0	0	0	0	0	0	0	0
OTU_207	0	0	0	0	0	0	0	0	27	9	0	0	0	0	0	1	0	0	0	0
OTU_208	0	0	0	0	18	0	0	0	0	25	4	1	0	0	0	4	0	0	0	0
OTU_209	0	0	0	4	2	7	0	0	0	6	6	4	0	2	33	0	4	0	7	1
OTU_21	1	369	69	34	173	104	142	229	251	65	39	64	11	21	14	27	10	28	3	12
OTU_210	0	27	0	0	0	0	3	0	0	2	0	0	0	3	1	0	2	1	2	6
OTU_211	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_212	1	3	0	21	18	6	0	0	0	25	0	6	1	17	30	6	2	15	8	4
OTU_213	0	0	0	0	2	1	0	0	0	0	0	0	0	0	24	1	0	0	0	0
OTU_214	0	16	1	2	18	7	0	1	13	7	0	0	7	1	6	2	1	1	25	1
OTU_215	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_216	2	2	0	23	0	0	0	0	0	0	2	5	0	2	0	1	0	0	1	0
OTU_217	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_218	1	0	0	29	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_219	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22	0	0	0	0	0	0	0	0	272	35	0	0	0	0	0	8	0	0	0	0
OTU_220	0	1	1	2	2	1	27	0	0	5	0	1	0	16	0	0	0	6	3	0
OTU_221	0	21	0	0	0	0	0	23	0	0	0	0	0	0	0	3	0	0	0	0
OTU_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0
OTU_223	0	0	0	0	0	0	0	0	0	4	0	2	0	12	0	0	0	23	6	0
OTU_224	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
OTU_225	0	22	0	9	0	0	0	0	0	2	0	3	1	4	0	2	6	0	21	21
OTU_226	0	22	1	12	1	0	0	8	0	1	0	0	2	0	0	0	0	1	11	5
OTU_227	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_228	0	0	0	0	0	0	0	0	22	3	0	0	0	0	0	0	0	0	0	0
OTU_229	0	0	0	0	0	0	0	0	22	3	0	0	0	0	0	0	0	0	0	0
OTU_23	1	0	0	0	30	4	0	0	0	1	0	0	0	0	282	0	0	0	0	0
OTU_230	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0
OTU_231	0	0	1	3	0	23	0	1	0	22	0	2	0	1	2	7	0	0	1	0
OTU_232	0	0	0	0	0	0	2	0	0	0	0	1	0	2	22	0	0	0	0	0
OTU_233	0	0	0	0	3	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
OTU_234	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	0
OTU_235	0	0	0	6	1	0	0	0	0	6	0	1	0	0	0	0	0	0	2	22
OTU_236	32	0	0	0	4	0	25	0	0	0	0	5	0	0	0	6	0	0	0	3
OTU_237	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_238	18	24	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0
OTU_239	58	0	0	37	9	2	0	1	34	3	0	0	3	4	43	1	0	1	0	6
OTU_24	0	0	0	0	0	2	0	0	271	35	0	0	0	1	0	5	0	0	0	0
OTU_240	14	5	2	21	7	0	0	0	0	1	1	4	1	3	0	1	0	7	16	0
OTU_241	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_242	1	2	0	21	0	0	0	0	0	0	0	2	0	8	0	5	0	0	4	0
OTU_243	0	0	0	21	0	0	0	0	0	1	0	0	8	0	0	2	0	0	1	0
OTU_244	0	6	0	0	3	0	4	0	0	32	0	2	0	0	0	0	0	0	1	0
OTU_245	0	0	0	0	0	0	0	0	5	3	0	0	0	21	0	8	0	0	15	0
OTU_246	0	1	0	2	0	0	0	0	0	0	0	3	1	25	0	3	0	0	28	0
OTU_247	0	1	0	5	0	0	0	0	0	2	0	0	0	21	0	0	0	0	1	0
OTU_248	1	0	0	10	2	0	0	0	3	14	4	1	0	21	2	0	0	0	8	27
OTU_249	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21
OTU_25	0	0	0	0	19	2	0	0	0	0	0	0	0	0	283	0	0	0	0	1
OTU_250	3	2	5	20	0	0	0	0	0	4	0	0	0	19	0	0	1	0	1	0
OTU_251	20	0	27	36	1	0	0	17	0	6	0	1	9	5	6	8	0	12	4	0
OTU_252	6	0	0	0	0	0	0	0	3	13	0	2	2	22	0	3	0	1	8	0
OTU_253	4	0	0	3	3	0	2	0	6	2	0	1	0	0	24	0	3	0	0	5
OTU_254	0	0	0	0	2	1	0	0	0	13	0	0	0	7	16	0	0	0	6	22
OTU_255	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_256	19	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
OTU_257	19	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_258	13	0	0	24	0	0	0	6	4	1	0	0	0	0	0	0	0	0	0	0
OTU_259	0	0	0	33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_26	75	0	0	0	12	4	0	0	0	0	0	0	0	12	0	0	0	0	0	296
OTU_260	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_261	0	0	0	26	0	0	0	0	0	1	0	2	1	9	0	1	0	0	4	0
OTU_262	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_263	0	7	0	1	0	0	19	0	1	0	0	3	0	4	0	0	0	0	1	0
OTU_264	0	0	0	0	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU_265	0	0	0	11	0	0	0	0	1	1	0	1	0	34	0	1	0	2	5	0
OTU_266	0	0	0	0	2	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0
OTU_267	0	18	0	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0	1	0
OTU_268	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
