#OTU ID	LauraG1C1S15	LauraG1C2S19	LauraG1C3S23	LauraG1T2S7	LauraG1T3S11	LauraG2C1S16	LauraG2C2S20	LauraG2C3S24	LauraG2T3S12	LauraP1C1S13	LauraP1C2S17	LauraP1C3S21	LauraP1T1S1	LauraP1T2S5	LauraP1T3S9	LauraP2C1S14	LauraP2C2S18	LauraP2C3S22	LauraP2T2S6	LauraP2T3S10
OTU_507	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_508	0	0	0	0	0	0	0	0	0	0	1	0	3	8	0	1	0	1	3	0
OTU_509	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0
OTU_51	0	41	0	1	14	5	4	3	0	17	4	6	1	38	201	13	6	9	43	0
OTU_510	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_511	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	4	0	0	0	0
OTU_512	0	4	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_513	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	5	0
OTU_514	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	6	0
OTU_515	0	0	0	1	0	0	0	0	0	0	0	0	4	2	13	0	0	0	0	0
OTU_516	0	0	1	2	1	1	0	0	0	1	0	0	0	5	9	1	0	0	1	0
OTU_517	0	7	0	13	0	0	3	4	0	0	0	0	0	2	8	3	0	0	1	0
OTU_518	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0
OTU_519	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU_52	0	0	0	0	0	0	0	0	149	16	0	0	0	0	0	2	0	0	0	0
OTU_520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_521	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0
OTU_522	0	0	0	1	6	0	0	5	1	1	0	0	0	3	0	0	0	0	8	0
OTU_523	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_524	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_525	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_526	0	7	0	0	0	0	0	0	0	1	0	0	0	6	0	2	0	0	0	0
OTU_527	0	10	4	0	0	0	0	0	0	0	0	1	0	4	0	1	3	0	4	0
OTU_528	1	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_529	0	0	0	7	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0
OTU_53	4	127	6	14	22	1	0	6	0	3	6	8	1	43	0	0	3	2	19	0
OTU_530	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
OTU_531	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_532	0	0	0	9	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0
OTU_533	0	0	0	7	3	0	5	0	0	5	0	0	0	7	0	0	0	1	3	0
OTU_534	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_535	1	0	0	7	0	0	6	0	0	0	0	1	4	0	0	0	0	0	3	0
OTU_536	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_537	0	0	0	7	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
OTU_538	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_539	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54	13	0	0	0	5	2	125	0	0	0	0	22	0	0	0	0	1	2	0	30
OTU_540	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_541	0	0	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_542	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_543	0	2	0	0	7	0	0	0	0	7	1	0	0	7	1	0	0	1	1	0
OTU_544	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0
OTU_545	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_546	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_547	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_548	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_549	0	0	1	5	0	0	0	0	0	7	0	2	0	2	0	6	0	1	2	0
OTU_55	2	163	12	35	117	15	8	27	69	158	26	45	4	58	20	12	202	38	38	0
OTU_550	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_551	0	0	0	5	0	0	0	0	0	0	2	0	7	0	0	0	0	0	5	0
OTU_552	0	5	2	4	1	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0
OTU_553	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0
OTU_554	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_555	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0
OTU_556	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_557	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
OTU_558	0	1	0	0	0	0	0	0	0	0	0	1	1	7	0	0	1	0	4	0
OTU_559	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_56	2	24	2	0	12	2	1	2	1	85	103	98	25	112	129	42	2	112	119	39
OTU_560	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_561	0	0	0	0	0	0	0	1	3	0	0	0	0	0	9	0	0	0	1	2
OTU_562	0	0	0	0	1	1	0	0	0	0	0	0	0	0	11	1	0	0	0	0
OTU_563	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	7	0	0	0	0
OTU_564	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0
OTU_565	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	7	5	0
OTU_566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_567	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	7	0	0
OTU_568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_569	0	0	0	0	0	0	1	0	0	1	0	3	2	2	0	0	0	7	7	0
OTU_57	6	35	1	214	45	7	1	7	4	40	0	11	22	151	23	18	13	22	49	25
OTU_570	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	7	0
OTU_571	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0
OTU_572	0	0	0	4	0	0	0	0	1	0	0	0	1	5	0	0	0	0	9	0
OTU_573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
OTU_574	0	6	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
OTU_575	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_576	6	0	1	3	0	0	0	0	0	0	0	0	1	5	0	0	0	0	4	0
OTU_577	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_578	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_579	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_58	2	0	0	14	0	111	0	1	0	2	0	0	0	0	0	0	0	0	2	0
OTU_580	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_581	2	6	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
OTU_582	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_583	0	6	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_584	0	6	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
OTU_585	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_586	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_587	0	0	0	6	0	0	0	0	0	1	0	0	1	6	1	0	0	0	0	0
OTU_588	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_589	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_59	4	6	9	12	42	13	3	67	1	17	15	9	1	24	27	9	1	6	8	112
OTU_590	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_591	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_592	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_593	1	1	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
OTU_594	0	0	0	8	0	0	0	0	0	0	0	3	0	1	0	0	1	3	0	0
OTU_595	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_596	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_597	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_598	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0
OTU_599	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6	37	1510	91	126	239	51	204	176	162	116	49	113	6	138	14	24	55	18	92	59
OTU_60	0	0	0	0	8	0	0	0	0	0	0	0	0	0	93	0	0	0	0	1
OTU_600	0	0	1	6	0	0	0	0	0	0	3	3	3	0	0	0	0	4	4	0
OTU_601	0	0	0	6	0	0	0	0	0	0	0	0	2	2	1	0	0	0	2	0
OTU_602	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	2	0	0
OTU_603	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	1	0	0
OTU_604	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0
OTU_605	0	5	0	2	0	0	6	0	0	0	0	2	0	0	0	0	1	0	0	0
OTU_606	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_607	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_608	0	3	1	0	0	1	0	6	0	4	0	6	0	5	0	0	2	2	0	0
OTU_609	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_61	0	0	0	0	9	5	0	0	0	0	0	0	0	0	101	0	0	0	0	2
OTU_610	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
OTU_611	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_612	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0
OTU_613	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_614	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0
OTU_615	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_616	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OTU_617	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	4	0	0	1	0
OTU_618	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0
OTU_619	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
OTU_62	2	0	0	0	3	4	1	1	135	24	0	1	0	0	76	1	1	2	0	0
OTU_620	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	0
OTU_621	0	0	0	5	0	0	0	0	1	0	0	0	1	6	0	0	0	1	0	0
OTU_622	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0
OTU_623	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	0
OTU_624	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0
OTU_625	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	2	0	0
OTU_626	0	1	0	1	0	0	0	0	0	0	0	3	0	6	0	0	0	1	4	0
OTU_627	0	0	0	0	0	0	0	0	2	0	0	0	3	6	0	0	0	0	1	0
OTU_628	0	1	0	5	0	2	0	4	0	5	1	3	4	6	16	11	0	11	12	0
OTU_629	0	5	0	0	0	0	0	0	1	5	2	4	0	5	7	1	0	2	9	0
OTU_63	0	0	0	1	0	0	97	0	0	0	0	14	0	0	0	0	0	2	0	0
OTU_630	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
OTU_632	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	6	0	0	0
OTU_633	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU_634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0
OTU_635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0
OTU_64	10	22	0	46	35	1	13	11	0	15	1	11	2	5	114	0	0	63	10	0
OTU_640	0	3	0	0	0	0	0	0	0	2	0	2	3	1	1	0	0	0	6	0
OTU_641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_644	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0
OTU_645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_647	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	0	6	0
OTU_648	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_649	5	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_65	1	0	0	0	4	1	0	0	0	0	0	0	0	0	95	0	0	0	0	1
OTU_650	0	5	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	2	0
OTU_651	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_652	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_653	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_654	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_655	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_656	0	3	0	5	2	0	0	0	0	1	4	0	0	0	0	0	0	4	0	0
OTU_657	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_658	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
OTU_659	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_66	0	0	0	0	6	0	0	0	0	0	0	0	0	0	96	0	0	0	0	1
OTU_660	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_661	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_662	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_663	0	2	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_664	1	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0
OTU_665	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_666	1	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_667	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_668	1	0	0	6	0	0	0	4	0	3	0	0	2	0	0	0	0	0	1	0
OTU_669	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_67	3	0	0	81	0	2	1	0	2	76	0	0	1	58	0	10	3	1	5	0
OTU_670	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_671	0	0	0	5	0	0	0	0	0	0	0	0	4	4	0	0	0	4	0	0
OTU_672	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_673	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_674	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_675	0	3	1	0	1	5	0	2	0	0	0	0	0	1	2	4	0	0	2	0
OTU_676	0	0	0	0	0	6	1	1	0	0	0	3	0	0	0	0	2	0	0	0
OTU_677	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_678	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_679	0	1	0	3	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	1
OTU_68	0	0	0	0	6	0	37	0	0	0	0	1	0	0	0	0	0	1	0	80
OTU_680	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0
OTU_681	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0
OTU_682	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	2	0	0	0	0
OTU_683	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0
OTU_684	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_685	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_686	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	3	0
OTU_687	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0
OTU_688	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0
OTU_689	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
OTU_69	0	39	4	13	5	1	3	10	0	74	2	6	0	9	0	12	0	8	15	0
OTU_690	0	0	0	0	0	2	0	0	4	1	0	0	5	0	0	0	0	0	0	0
OTU_691	0	3	0	0	4	1	0	5	2	4	2	2	1	5	0	1	0	2	0	3
OTU_692	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	2	0
OTU_693	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_694	0	1	0	4	0	0	0	0	0	0	0	3	0	5	0	0	0	0	2	0
OTU_695	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
OTU_696	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0
OTU_697	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_698	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_699	0	0	0	1	3	0	0	0	0	1	0	0	0	9	0	2	0	1	1	0
OTU_7	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_70	26	5	1	10	4	1	1	18	0	4	0	14	0	80	0	2	1	7	43	4
OTU_700	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0
OTU_701	0	2	0	3	0	0	0	0	0	0	2	0	1	5	0	2	0	0	1	0
OTU_702	0	1	0	0	0	1	0	0	0	4	2	0	0	5	1	1	0	1	2	0
OTU_703	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0
OTU_704	0	0	0	0	0	1	0	0	0	1	0	0	0	6	0	0	0	0	2	0
OTU_705	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_706	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	1
OTU_707	3	4	0	0	0	0	0	0	0	0	2	0	0	0	0	5	1	0	0	0
OTU_708	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU_709	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	1	0
OTU_71	32	22	2	10	0	4	2	3	3	40	0	4	3	69	36	3	0	1	30	0
OTU_710	0	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	5	2	1	0
OTU_711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU_712	2	0	0	1	0	1	0	0	4	1	2	0	0	0	0	2	5	0	2	0
OTU_713	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	2	0
OTU_714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0
OTU_715	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	2	0
OTU_716	3	0	0	0	1	0	0	0	3	0	0	0	0	1	1	2	0	6	0	0
OTU_717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
OTU_718	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0
OTU_719	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	3	0
OTU_72	0	0	0	0	7	0	0	0	0	0	0	0	0	0	69	1	0	0	0	0
OTU_720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU_721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU_722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU_723	0	0	1	1	0	0	0	2	0	3	0	0	0	0	0	0	2	0	5	0
OTU_724	1	0	0	1	0	0	0	0	0	4	0	0	4	1	0	0	0	0	5	0
OTU_725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
OTU_726	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_727	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_728	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	4	0
OTU_729	0	4	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	6	0
OTU_73	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_730	0	5	0	0	2	2	0	0	0	0	0	0	0	2	0	1	4	0	3	0
OTU_731	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_732	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_733	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0
OTU_734	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_735	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_736	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_737	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU_738	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_739	1	0	0	4	0	0	0	1	0	0	0	0	0	2	0	0	0	1	3	0
OTU_74	0	67	20	0	11	2	34	20	1	21	22	53	3	74	1	6	11	20	56	8
OTU_740	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_741	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_742	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_743	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_744	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_745	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_746	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_747	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_748	0	0	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	3	4	2
OTU_749	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0
OTU_75	0	0	0	0	0	0	0	0	0	2	0	0	0	64	0	0	0	0	0	0
OTU_750	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_751	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
