#OTU ID,CBAS_Control_01,CBAS_Bleached_01,CBAS_Bleached_02,CBAS_Bleached_03,CBAS_Bleached_04,CBAS_Control_02,CBAS_Control_03,CBAS_Control_05,CBAS_Control_06,CBAS_Control_07,CBAS_Shading_9W_01,CBAS_Shading_3W_01,CBAS_Shading_6W_01,CBAS_Shading_9W_02,CBAS_Bleached_05,CBAS_Shading_3W_02,CBAS_Shading_6W_02
OTU_1,15994.1780097145,207.028518282741,39.7183432903255,23.8776497988077,198.24972634541,3323.35726331321,22293.8105370415,3406.85968200432,41028.8345414431,86065.2703365854,4075.18596495897,8282.70439726395,11194.3714331217,733.755031209451,0.024308758740839,7287.51623479475,11025.9403479262
OTU_2,4072.59162284396,1780.03257579978,16.5987106287928,6344.107877314,83.2648850650721,713.885695587501,706.324972413188,774.423795589687,7755.67724559463,23312.772398374,7527.10819410069,5437.5005966771,6585.1630431158,2146.80671240578,0.155540395170603,15916.255381523,23304.8284626622
OTU_3,883.937499958177,1438.19478979804,246.411811358388,9056.976242917,2444.4191258389,238.892475785985,61.7177160361038,609.858739026879,8927.39826831037,16949.7568731707,22767.1051189399,7359.89491061859,18976.4679930084,1045.21875539471,0.205524908865092,5220.31027878712,4274.47949677034
OTU_4,4341.01243434958,457.388586903729,206.4958643701,708.982524795368,5126.7379232923,1412.61627584968,1590.94556893068,1571.23327902064,17972.5885971054,37492.4233747967,2085.53634677312,2331.86279741219,2499.3594790877,776.748490069379,0.028290878143373,11686.4812899896,9671.79295379715
OTU_6,1658.34696763532,831.55308506257,347.980112110763,2422.66308343288,1227.16580607809,126.824386143478,630.892208369061,890.58736492814,7817.67306690234,7816.63545121951,5267.77715176314,850.550342503478,2259.97277573352,1295.53622697919,0.106625704599183,9028.64506083689,16596.7388803574
OTU_5,214.428119536102,1796.53983307149,120.735859454671,1577.76162901353,9454.52944941259,609.793982432005,34.2876200200577,62.9219333916621,737.75027356176,7213.24604796748,3092.34699693945,855.066539012346,1919.1510285852,865.601638379899,0.167070711052566,1470.423284184,1624.01306698039
OTU_10,621.687281820498,645.158638369471,101.765904450337,1454.69989543506,866.351304129441,305.096400628178,109.720384064185,291.618960526742,3316.77643996253,8186.89713048781,797.058431381681,570.54615895366,1249.67973954385,612.417936204763,0.018840773889599,3217.70450890473,3898.5951667274
OTU_11,814.518324568792,77.0338672679965,24.3052548493037,168.98029088387,430.201906169539,191.034216863918,846.904214495424,365.431228543884,4079.32504204738,8858.85351138212,1408.33632612553,1680.0251012989,1610.788495451,116.560044020251,0.015869042992186,1611.92845379166,1055.36754204363
OTU_8,80.2177137832901,87.3509030628175,27.269310318731,552.85942995701,41.6324425325361,110.871633169456,17.1438100100288,170.615242465853,1556.09511482354,7775.49526463415,833.015954601907,2199.38769981873,1168.53170450853,79.2990463416464,0.01093596970248,2805.49379743892,973.444034213764
OTU_15,459.709205911932,48.1461670424978,43.8680209475237,356.3280046899,99.1248631727049,69.3944754369973,48.0026680280807,179.69052132042,2579.02616640077,8049.76317520325,785.072590308272,861.088134357503,1797.42897603223,73.5665851603225,0.011114273556325,975.15519055717,1118.01493038412
OTU_16,993.465532239208,308.823271458308,149.98120675302,328.776870306661,453.991873330988,204.594056891837,387.450106226652,205.101302113206,2758.81404819313,3935.74451666667,551.348689376802,484.738425285168,588.323254006033,246.495830796925,0.014739785251169,1424.28029409454,1975.8022476616
OTU_7,157.350130882607,409.930222247553,445.596338903901,461.022315346211,83.2648850650721,118.050372007766,0,49.6115244049643,886.540244700266,1426.19313495935,707.164623331116,731.62383443662,1825.83078829459,298.087981428839,0.013313354420411,399.905914108619,1238.49067719276
OTU_14,33.9382635236996,10.317035794821,1.97603697961819,7.34696916886392,11.8949835807246,89.3354166545253,6.85752400401153,42.351301321311,291.380360146241,2907.23985203252,101.879649123974,1174.21109230569,304.305131382431,41.0826384661541,0.00136699621281,1233.55593505812,279.503732596031
OTU_12,180.489856012403,532.359047012762,73.5085756417966,697.962071042073,67.4049069574393,452.260546813534,20.5725720120346,39.9312269600933,551.762809638627,987.364478048781,401.525675959193,295.058171912711,527.462227729547,181.527937408588,0.0136699621281,489.115694948234,867.425377022166
OTU_21,660.253490370157,2.75120954528559,7.31133682458729,0,21.8074698979951,98.9070684389387,253.728388148427,32.0659852861355,247.983285230844,1289.0591796748,311.631867908627,600.654135679447,336.764345396557,172.929245636602,0.000118869235897,1138.19375553991,1055.36754204363
OTU_19,0,341.837786001735,0.395207395923637,2992.05319401983,3.9649945269082,2.79173177045392,0,15.7304833479155,247.983285230844,205.700932926829,641.242497427367,81.2915371596244,101.435043794144,211.145653512095,0.088557580742911,199.952957054309,481.902987234536
OTU_17,333.212041869051,54.3363885193904,1.58082958369455,130.408702747335,3.9649945269082,39.0842447863548,102.862860060173,15.7304833479155,216.985374576988,589.676007723577,581.313292060324,225.809825443401,421.969782183637,77.3882259478718,0.006359504120464,1559.63306502361,1074.64366153302
OTU_9,1.54264834198635,986.996424371205,26.6764992248455,769.595020438496,71.3699014843475,1.19645647305168,0,7.26022308365332,254.182867361615,1097.07164227642,131.844251807496,30.1079767257868,113.607249049441,228.343037056066,0.027280489638253,18.4571960357824,130.113806553325
OTU_27,123.411867358908,62.5900171552472,36.5566841229365,66.1227225197753,142.739802968695,44.2688895029121,34.2876200200577,17.5455391188289,328.577852930868,946.224291463415,383.54691434908,231.831420788559,381.39576466598,51.5921506319145,0.002377384717931,286.086538554627,265.046642978995
OTU_24,131.12510906884,274.433152142238,55.9218465231947,0,148.687294759057,63.0133742473884,102.862860060173,3.02509295152222,49.5966570461687,219.414328455285,83.9008875138612,10.5377918540254,81.1480350353149,119.426274610913,0,1079.74596809327,910.796645873274
OTU_28,35.480911865686,37.1413288613555,16.2035032328691,163.470064007222,13.8774808441787,0.398818824350559,6.85752400401153,13.3104089866978,192.187046053904,1001.07787357724,293.653106298514,100.861722031386,243.444105105945,41.0826384661541,0.007548196479429,276.857940536736,539.731345702681
OTU_26,24.6823734717816,33.7023169297485,47.2272838128747,304.899220507853,555.099233767147,42.6736142055099,44.573906026075,4.2351301321311,37.1974927846265,178.274141869919,515.391166156576,91.8293290136498,409.79757692834,20.0636141346334,0.016582258407565,92.285980178912,139.751866298016
OTU_22,0,4.12681431792839,3.1616591673891,0,0,18.3456659201257,6.85752400401153,6.05018590304443,161.189135400048,1522.18690365854,5.99292053670437,0,0,492.99166159385,0.000118869235897,0,0
OTU_13,53.9926919695222,0,0.197603697961819,1482.2510298183,0,0.797637648701119,0,8.47026026426221,117.792060484651,54.8535821138212,89.8938080505655,6.02159534515736,117.664650801207,6.68787137821114,0.006121765648671,36.9143920715648,134.93283642567
OTU_23,13.8838350778771,240.043032826168,79.4366865806511,0,983.318642673233,5.58346354090783,10.2862860060173,1.21003718060889,30.9979106538554,137.133955284553,0,0,0,34.394767087943,0,123.047973571883,168.666045532088
OTU_18,7.71324170993174,100.419148402924,6.91612942866365,440.818150131835,9.91248631727049,25.1255859340852,10.2862860060173,10.2853160351755,117.792060484651,425.115261382114,101.879649123974,10.5377918540254,109.549847297675,42.0380486630415,0.029360701266442,15.3809966964853,14.4570896170361
OTU_30,9.25589005191808,6.19022147689258,1.77843328165637,163.470064007222,1.9824972634541,3.58936941915503,0,5.44516731273999,74.3949855692531,260.55451504065,101.879649123974,43.6565662523909,125.779454304738,37.2609976786049,0.005646288705085,64.6001861252384,101.199627319253
OTU_35,89.4736038352082,92.1655197670673,4.14967765719819,11.0204537532959,0,18.3456659201257,0,12.1003718060889,86.7941498307953,191.987537398374,0,24.0863813806295,12.1722052552972,34.394767087943,0.000594346179483,15.3809966964853,86.7425377022166
OTU_38,0,0,0,5.51022687664794,0,0.398818824350559,0,3.02509295152222,105.392896223109,95.993768699187,257.695583078288,37.6349709072335,133.89425780827,0,0.000534911561534,21.5333953750795,0
OTU_29,0,30.2633049981415,0,398.573077410868,0,0,0,1.21003718060889,12.3991642615422,68.5669776422764,23.9716821468175,0,0,8.59869177198575,0.008320846512757,0,14.4570896170361
OTU_31,0,24.7608859075703,0,273.674601540181,0,0,0,1.81505577091333,6.19958213077109,0,5.99292053670437,1.50539883628934,0,0.955410196887305,0.003209469369206,0,0
OTU_33,0,9.62923340849957,0,194.694682974894,0,0,0,0.605018590304443,30.9979106538554,0,5.99292053670437,0,0,1.91082039377461,0.002317950099982,0,4.81902987234536
OTU_20,0,0,0,0,0,189.837760390866,24.0013340140404,0,0,0,0,0,0,0,0,0,0
OTU_41,0,56.3997956783546,1.38322588573273,23.8776497988077,0,0.398818824350559,0,0,0,95.993768699187,23.9716821468175,3.01079767257868,0,0,0.000534911561534,0,0
OTU_56,0,0,0,29.3878766754557,0,0,0,0,0,0,11.9858410734087,0,16.229607007063,34.394767087943,0.002852861661517,49.2191894287531,0
OTU_118,0,25.4486882938917,0,80.8166608575032,0,0,0,0.605018590304443,6.19958213077109,0,0,0,4.05740175176574,6.68787137821114,0.000237738471793,0,14.4570896170361
OTU_34,4.62794502595904,0,3.95207395923637,112.041279825175,0,0,0,1.81505577091333,0,0,0,0,0,0,0.002852861661517,0,0
OTU_93,3.08529668397269,2.06340715896419,0.395207395923637,12.8571960455119,0,0,0,0,0,0,65.9221259037481,12.0431906903147,12.1722052552972,2.86623059066192,0.000594346179483,0,4.81902987234536
OTU_25,0,0,0,0,0,105.288169628548,0,0,0,0,0,0,0,0,0,0,0
OTU_46,64.7912303634266,5.50241909057118,0,0,0,0.398818824350559,0,0,0,13.7133955284553,0,0,4.05740175176574,11.4649223626477,0.000118869235897,0,0
OTU_36,0,0,0,77.1431762730712,0,0,0,0,0,0,0,0,4.05740175176574,0,0.000475476943586,0,0
OTU_61,0,24.7608859075703,0,12.8571960455119,0,0.398818824350559,0,0,0,27.4267910569106,5.99292053670437,0,8.11480350353149,0,0.000178303853845,0,0
OTU_44,0,0,0,67.9594648119913,0,0,0,0,6.19958213077109,0,0,0,0,0,0.00309060013331,0,0
OTU_40,0,1.3756047726428,0,66.1227225197753,0,0,0,0,0,0,0,0,0,1.91082039377461,0.000653780797431,0,0
OTU_39,0,26.1364906802131,0,0,0,0,0,1.21003718060889,0,0,0,0,0,30.5731263003938,0,0,4.81902987234536
OTU_78,0,21.3218739759633,2.76645177146546,1.83674229221598,0,0.797637648701119,0,0.605018590304443,0,0,0,4.51619650886802,4.05740175176574,8.59869177198575,0.000118869235897,0,0
OTU_32,27.7676701557543,8.25362863585677,0.395207395923637,0,0,0.398818824350559,0,0,0,0,0,0,0,0,5.94346179482626E-05,0,0
